seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	17531833	17531922	90	*	X4279	29943	17531621	17572501	40881	+	0	inside	211	PADI1
chr1	17766228	17766302	75	*	X4282	55920	17733251	17766250	33000	-	0	overlapStart	0	RCC2
chr1	20511259	20511390	132	*	X4311	127733	20512578	20519942	7365	+	1187	upstream	1187	UBXN10
chr1	20757149	20757268	120	*	X4319	339505	20686294	20755287	68994	-	1861	upstream	1861	LINC01141
chr1	22968643	22968762	120	*	X4346	714	22970118	22974603	4486	+	1355	upstream	1355	C1QC
chr1	24438717	24438791	75	*	X4362	127294	24382531	24438665	56135	-	51	upstream	51	MYOM3
chr1	24644653	24644772	120	*	X4373	57822	24645812	24690970	45159	+	1039	upstream	1039	GRHL3
chr1	24645553	24645672	120	*	X4374	57822	24645812	24690970	45159	+	139	upstream	139	GRHL3
chr1	24828721	24828840	120	*	X4378	100750325	24822823	24828850	6028	-	0	inside	9	RCAN3AS
chr1	24828721	24828840	120	*	X4378	11123	24828841	24863510	34670	+	0	upstream	0	RCAN3
chr1	25943375	25943402	28	*	X4386	57134	25943959	26111258	167300	+	556	upstream	556	MAN1C1
chr1	26560560	26560599	40	*	X4396	64793	26560693	26605299	44607	+	93	upstream	93	CEP85
chr1	26681678	26681797	120	*	X4397	55057	26648350	26680621	32272	-	1056	upstream	1056	CRYBG2
chr1	26798281	26798336	56	*	X4400	3151	26798902	26803133	4232	+	565	upstream	565	HMGN2
chr1	27153007	27153201	195	*	X4402	84243	27153201	27182211	29011	+	0	overlapStart	0	ZDHHC18
chr1	29063089	29063107	19	*	X4408	51441	29063133	29096287	33155	+	25	upstream	25	YTHDF2
chr1	29562863	29562952	90	*	X4411	10076	29563028	29653325	90298	+	75	upstream	75	PTPRU
chr1	31712905	31712921	17	*	X4438	79570	31652592	31712734	60143	-	170	upstream	170	NKAIN1
chr1	32171034	32171074	41	*	X4446	1307	32117848	32169768	51921	-	1265	upstream	1265	COL16A1
chr1	32226159	32226293	135	*	X4447	100423028	32224261	32224336	76	-	1822	upstream	1822	MIR4254
chr1	32228679	32229593	915	*	X4450	576	32192718	32229648	36931	-	0	inside	54	ADGRB2
chr1	32229624	32229663	40	*	X4451	576	32192718	32229648	36931	-	0	overlapStart	0	ADGRB2
chr1	32230989	32231078	90	*	X4452	576	32192718	32229648	36931	-	1340	upstream	1340	ADGRB2
chr1	33352205	33352248	44	*	X4463	3208	33352098	33360247	8150	+	0	inside	106	HPCA
chr1	33546697	33546727	31	*	X4464	113451	33546714	33586131	39418	+	0	overlapStart	0	AZIN2
chr1	36549950	36550047	98	*	X4482	27285	36549676	36553876	4201	+	0	inside	273	TEKT2
chr1	36554187	36554280	94	*	X4484	54936	36554453	36559533	5081	+	172	upstream	172	ADPRS
chr1	38157949	38158068	120	*	X4502	54955	38147242	38157888	10647	-	60	upstream	60	C1orf109
chr1	38157949	38158068	120	*	X4502	55143	38158073	38175391	17319	+	4	upstream	4	CDCA8
chr1	40420696	40420845	150	*	X4526	84879	40420784	40435628	14845	+	0	overlapStart	0	MFSD2A
chr1	40421071	40421190	120	*	X4527	84879	40420784	40435628	14845	+	0	inside	286	MFSD2A
chr1	42501306	42501410	105	*	X4548	59269	41972036	42501596	529561	-	0	inside	185	HIVEP3
chr1	43823819	43823839	21	*	X4556	991	43824626	43828873	4248	+	786	upstream	786	CDC20
chr1	43995790	43995879	90	*	X4557	5792	43996547	44089343	92797	+	667	upstream	667	PTPRF
chr1	43996465	43996569	105	*	X4558	5792	43996547	44089343	92797	+	0	overlapStart	0	PTPRF
chr1	44170772	44170861	90	*	X4560	6487	44171495	44396837	225343	+	633	upstream	633	ST3GAL3
chr1	44456857	44456976	120	*	X4564	149473	44457280	44462198	4919	+	303	upstream	303	CCDC24
chr1	44457397	44457432	36	*	X4565	149473	44457280	44462198	4919	+	0	inside	116	CCDC24
chr1	44870636	44870755	120	*	X4568	55182	44870960	45117396	246437	+	204	upstream	204	RNF220
chr1	44871244	44871363	120	*	X4569	55182	44870960	45117396	246437	+	0	inside	283	RNF220
chr1	45308589	45308693	105	*	X4578	8643	45285516	45308616	23101	-	0	overlapStart	0	PTCH2
chr1	45769662	45769687	26	*	X4579	400752	45769582	45771291	1710	+	0	inside	79	LINC01144
chr1	45792474	45792561	88	*	X4580	84842	45792545	45794346	1802	+	0	overlapStart	0	HPDL
chr1	47083384	47083518	135	*	X4586	148932	47073387	47082563	9177	-	820	upstream	820	MOB3C
chr1	47083384	47083518	135	*	X4586	8569	47023079	47082563	59485	-	820	upstream	820	MKNK1
chr1	52607577	52607627	51	*	X4609	9372	52607766	52812358	204593	+	138	upstream	138	ZFYVE9
chr1	53527274	53527393	120	*	X4611	127435	53527724	53551174	23451	+	330	upstream	330	PODN
chr1	53794503	53794588	86	*	X4613	7804	53708041	53793821	85781	-	681	upstream	681	LRP8
chr1	54872391	54872503	113	*	X4622	23648	54691104	54872068	180965	-	322	upstream	322	SSBP3
chr1	55007403	55007507	105	*	X4625	26027	55007930	55100417	92488	+	422	upstream	422	ACOT11
chr1	55503694	55503768	75	*	X4631	255738	55505149	55530526	25378	+	1380	upstream	1380	PCSK9
chr1	68299127	68299231	105	*	X4646	55970	68167149	68299155	132007	-	0	overlapStart	0	GNG12
chr1	89739142	89739151	10	*	X4661	115362	89724634	89738544	13911	-	597	upstream	597	GBP5
chr1	90098631	90098683	53	*	X4663	400761	90090408	90098453	8046	-	177	upstream	177	LRRC8C-DT
chr1	90098631	90098683	53	*	X4663	84230	90098644	90185094	86451	+	0	overlapStart	0	LRRC8C
chr1	93426766	93426846	81	*	X4669	388650	93298286	93427079	128794	-	0	inside	232	DIPK1A
chr1	94311862	94312003	142	*	X4671	100126348	94312388	94312467	80	+	384	upstream	384	MIR760
chr1	107682567	107682776	210	*	X4679	22854	107682629	108024475	341847	+	0	overlapStart	0	NTNG1
chr1	109102495	109102515	21	*	X4681	284611	109102971	109181949	78979	+	455	upstream	455	FAM102B
chr1	109289234	109289302	69	*	X4683	6814	109289285	109352148	62864	+	0	overlapStart	0	STXBP3
chr1	111991558	111991577	20	*	X4701	515	111991462	112004525	13064	+	0	inside	95	ATP5PB
chr1	111991558	111991577	20	*	X4701	79084	111982512	111991830	9319	-	0	inside	252	WDR77
chr1	113262262	113262263	2	*	X4709	284467	113263189	113269856	6668	+	925	upstream	925	TAFA3
chr1	117664513	117664557	45	*	X4722	80263	117653677	117664411	10735	-	101	upstream	101	TRIM45
chr1	145471958	145472032	75	*	X4732	84265	145456236	145470387	14152	-	1570	upstream	1570	POLR3GL
chr1	145549107	145549269	163	*	X4734	148741	145549209	145568526	19318	+	0	overlapStart	0	ANKRD35
chr1	151484126	151484227	102	*	X4749	57530	151483862	151511167	27306	+	0	inside	263	CGN
chr1	154165274	154165335	62	*	X4772	7170	154127780	154164611	36832	-	662	upstream	662	TPM3
chr1	154165831	154165834	4	*	X4773	7170	154127780	154164611	36832	-	1219	upstream	1219	TPM3
chr1	154167317	154167330	14	*	X4774	100126346	154166141	154166219	79	-	1097	upstream	1097	MIR190B
chr1	154297435	154297435	1	*	X4775	57198	154298036	154323780	25745	+	600	upstream	600	ATP8B2
chr1	154973590	154973709	120	*	X4788	51043	154975106	154991001	15896	+	1396	upstream	1396	ZBTB7B
chr1	154973755	154973904	150	*	X4789	51043	154975106	154991001	15896	+	1201	upstream	1201	ZBTB7B
chr1	154975294	154975364	71	*	X4790	51043	154975106	154991001	15896	+	0	inside	187	ZBTB7B
chr1	155005515	155005649	135	*	X4795	149095	155006282	155023406	17125	+	632	upstream	632	DCST1
chr1	155035174	155035244	71	*	X4803	1944	155036213	155060014	23802	+	968	upstream	968	EFNA3
chr1	155035174	155035244	71	*	X4803	1945	155036213	155042029	5817	+	968	upstream	968	EFNA4
chr1	155099865	155099984	120	*	X4811	1942	155100349	155107386	7038	+	364	upstream	364	EFNA1
chr1	155108190	155108369	180	*	X4814	55974	155108288	155111334	3047	+	0	overlapStart	0	SLC50A1
chr1	155163710	155163727	18	*	X4815	4582	155158300	155162706	4407	-	1003	upstream	1003	MUC1
chr1	155163710	155163727	18	*	X4815	693235	155164968	155165063	96	+	1240	upstream	1240	MIR92B
chr1	155248257	155248337	81	*	X4816	1196	155232659	155247501	14843	-	755	upstream	755	CLK2
chr1	156647156	156647335	180	*	X4832	10763	156638556	156647189	8634	-	0	overlapStart	0	NES
chr1	156647471	156647542	72	*	X4833	10763	156638556	156647189	8634	-	281	upstream	281	NES
chr1	156648296	156648400	105	*	X4834	10763	156638556	156647189	8634	-	1106	upstream	1106	NES
chr1	156676961	156677095	135	*	X4839	1382	156669400	156675608	6209	-	1352	upstream	1352	CRABP2
chr1	156830511	156830675	165	*	X4845	3645	156810665	156828712	18048	-	1798	upstream	1798	INSRR
chr1	159047086	159047205	120	*	X4864	9447	159032275	159046647	14373	-	438	upstream	438	AIM2
chr1	160085402	160085596	195	*	X4871	477	160085520	160113374	27855	+	0	overlapStart	0	ATP1A2
chr1	161135620	161135739	120	*	X4879	5498	161136181	161147801	11621	+	441	upstream	441	PPOX
chr1	162601880	162601984	105	*	X4892	4921	162602228	162750247	148020	+	243	upstream	243	DDR2
chr1	165414834	165414856	23	*	X4905	6258	165370159	165414592	44434	-	241	upstream	241	RXRG
chr1	165796644	165796678	35	*	X4907	7371	165796732	165880855	84124	+	53	upstream	53	UCK2
chr1	167189178	167189273	96	*	X4909	5451	167190066	167396582	206517	+	792	upstream	792	POU2F1
chr1	167189964	167190146	183	*	X4910	5451	167190066	167396582	206517	+	0	overlapStart	0	POU2F1
chr1	169074447	169074566	120	*	X4915	481	169075947	169101960	26014	+	1380	upstream	1380	ATP1B1
chr1	171283188	171283277	90	*	X4916	2329	171283486	171311223	27738	+	208	upstream	208	FMO4
chr1	179846781	179846822	42	*	X4928	163590	179809102	179846941	37840	-	0	inside	118	TOR1AIP2
chr1	180123912	180124001	90	*	X4929	5768	180123968	180167169	43202	+	0	overlapStart	0	QSOX1
chr1	183439400	183439517	118	*	X4954	9887	183441506	183523328	81823	+	1988	upstream	1988	SMG7
chr1	183440375	183440442	68	*	X4955	9887	183441506	183523328	81823	+	1063	upstream	1063	SMG7
chr1	183605217	183605411	195	*	X4957	10092	183595328	183605076	9749	-	140	upstream	140	ARPC5
chr1	183605217	183605411	195	*	X4957	23179	183605208	183897666	292459	+	0	inside	8	RGL1
chr1	184356438	184356542	105	*	X4959	81563	184356150	184598155	242006	+	0	inside	287	C1orf21
chr1	186344837	186344885	49	*	X4966	54953	186344890	186390503	45614	+	4	upstream	4	ODR4
chr1	186344837	186344885	49	*	X4966	7175	186280786	186344864	64079	-	0	overlapStart	0	TPR
chr1	201083304	201083305	2	*	X4984	779	201008640	201081694	73055	-	1609	upstream	1609	CACNA1S
chr1	201438704	201438718	15	*	X4994	23612	201434607	201438299	3693	-	404	upstream	404	PHLDA3
chr1	202778843	202778914	72	*	X5019	100506696	202780074	202781041	968	+	1159	upstream	1159	PCAT6
chr1	202778843	202778914	72	*	X5019	10765	202696532	202777549	81018	-	1293	upstream	1293	KDM5B
chr1	202778952	202778962	11	*	X5020	100506696	202780074	202781041	968	+	1111	upstream	1111	PCAT6
chr1	202778952	202778962	11	*	X5020	10765	202696532	202777549	81018	-	1402	upstream	1402	KDM5B
chr1	203461335	203461499	165	*	X5040	26254	203463271	203478077	14807	+	1771	upstream	1771	OPTC
chr1	203764930	203765019	90	*	X5045	100381270	203766651	203769590	2940	+	1631	upstream	1631	ZBED6
chr1	203764930	203765019	90	*	X5045	9877	203764751	203823256	58506	+	0	inside	178	ZC3H11A
chr1	204463770	204463837	68	*	X5049	5287	204391758	204463852	72095	-	0	inside	14	PIK3C2B
chr1	205473620	205473631	12	*	X5076	5129	205473684	205501921	28238	+	52	upstream	52	CDK18
chr1	205649675	205649824	150	*	X5081	2005	205566695	205649630	82936	-	44	upstream	44	ELK4
chr1	205649675	205649824	150	*	X5081	85414	205592804	205649630	56827	-	44	upstream	44	SLC45A3
chr1	205913039	205913127	89	*	X5084	115019	205882177	205912588	30412	-	450	upstream	450	SLC26A9
chr1	206785897	206786001	105	*	X5088	1939	206764974	206785904	20931	-	0	overlapStart	0	EIF2D
chr1	207626720	207626853	134	*	X5094	1380	207627645	207663240	35596	+	791	upstream	791	CR2
chr1	210405535	210405654	120	*	X5119	56256	210406195	210416440	10246	+	540	upstream	540	SERTAD4
chr1	210405850	210405883	34	*	X5120	56256	210406195	210416440	10246	+	311	upstream	311	SERTAD4
chr1	222886767	222886878	112	*	X5145	64853	222841355	222886526	45172	-	240	upstream	240	AIDA
chr1	223537863	223537888	26	*	X5147	55061	223394161	223537544	143384	-	318	upstream	318	SUSD4
chr1	224622394	224622445	52	*	X5148	80232	224572845	224622001	49157	-	392	upstream	392	WDR26
chr1	224622611	224622709	99	*	X5149	80232	224572845	224622001	49157	-	609	upstream	609	WDR26
chr1	225840432	225840596	165	*	X5152	55740	225674534	225840845	166312	-	0	inside	248	ENAH
chr1	226250354	226250473	120	*	X5153	3020	226250408	226259703	9296	+	0	overlapStart	0	H3-3A
chr1	226250354	226250473	120	*	X5153	440926	226251678	226259703	8026	+	1204	upstream	1204	H3P6
chr1	228401402	228401485	84	*	X5170	574407	228391207	228401365	10159	-	36	upstream	36	OBSCN-AS1
chr1	233086338	233086359	22	*	X5195	84284	233086370	233114219	27850	+	10	upstream	10	NTPCR
chr1	234859876	234859980	105	*	X5196	100506810	234859789	234867390	7602	+	0	inside	86	LINC01132
chr1	244998569	244998601	33	*	X5205	116228	244998639	245008359	9721	+	37	upstream	37	COX20
chr1	245317813	245317932	120	*	X5206	55083	245318287	245866428	548142	+	354	upstream	354	KIF26B
chr1	246670600	246670702	103	*	X5209	64754	245912642	246670644	758003	-	0	overlapStart	0	SMYD3
chr20	3712150	3712184	35	*	X5272	116835	3713317	3733758	20442	+	1132	upstream	1132	HSPA12B
chr20	9049632	9049751	120	*	X5295	5332	9049701	9461462	411762	+	0	overlapStart	0	PLCB4
chr20	12989565	12989568	4	*	X5299	55304	12989627	13147411	157785	+	58	upstream	58	SPTLC3
chr20	18568502	18568643	142	*	X5311	92675	18568556	18744560	176005	+	0	overlapStart	0	DTD1
chr20	23330340	23330377	38	*	X5338	29107	23331373	23335408	4036	+	995	upstream	995	NXT1
chr20	23401609	23401905	297	*	X5340	63908	23355156	23402156	47001	-	0	inside	250	NAPB
chr20	30194331	30194435	105	*	X5352	100422904	30194989	30195043	55	+	553	upstream	553	MIR3193
chr20	32031782	32031862	81	*	X5369	6640	31995763	32031698	35936	-	83	upstream	83	SNTA1
chr20	32032208	32032324	117	*	X5370	6640	31995763	32031698	35936	-	509	upstream	509	SNTA1
chr20	32319603	32319611	9	*	X5372	84905	32319808	32380075	60268	+	196	upstream	196	ZNF341
chr20	32900434	32900511	78	*	X5382	191	32868071	32899608	31538	-	825	upstream	825	AHCY
chr20	33290820	33290909	90	*	X5384	58476	33292148	33301237	9090	+	1238	upstream	1238	TP53INP2
chr20	33291660	33291764	105	*	X5385	58476	33292148	33301237	9090	+	383	upstream	383	TP53INP2
chr20	33543780	33543936	157	*	X5388	2937	33516236	33543601	27366	-	178	upstream	178	GSS
chr20	33543780	33543936	157	*	X5388	57644	33543704	33590240	46537	+	0	inside	75	MYH7B
chr20	33759707	33759811	105	*	X5390	10544	33759774	33765165	5392	+	0	overlapStart	0	PROCR
chr20	35374335	35374396	62	*	X5413	57446	35280169	35374541	94373	-	0	inside	144	NDRG3
chr20	35402788	35402922	135	*	X5414	79980	35380194	35402230	22037	-	557	upstream	557	DSN1
chr20	36793731	36793853	123	*	X5425	7052	36756864	36793700	36837	-	30	upstream	30	TGM2
chr20	36932284	36932433	150	*	X5429	671	36932552	36965905	33354	+	118	upstream	118	BPI
chr20	37351430	37351564	135	*	X5434	140679	37353105	37358015	4911	+	1540	upstream	1540	SLC32A1
chr20	43280779	43280815	37	*	X5475	100	43248163	43280376	32214	-	402	upstream	402	ADA
chr20	43373133	43373207	75	*	X5478	60598	43374488	43380954	6467	+	1280	upstream	1280	KCNK15
chr20	43374223	43374242	20	*	X5479	60598	43374488	43380954	6467	+	245	upstream	245	KCNK15
chr20	44441310	44441347	38	*	X5495	11065	44441255	44445596	4342	+	0	inside	54	UBE2C
chr20	45093805	45093894	90	*	X5514	7686	45092299	45093931	1633	-	0	inside	36	MKRN7P
chr20	47662777	47662821	45	*	X5531	1434	47662783	47713497	50715	+	0	overlapStart	0	CSE1L
chr20	48597776	48598015	240	*	X5544	6615	48599513	48605420	5908	+	1497	upstream	1497	SNAI1
chr20	48806966	48807070	105	*	X5551	1051	48807120	48809227	2108	+	49	upstream	49	CEBPB
chr20	48807116	48807123	8	*	X5552	1051	48807120	48809227	2108	+	0	overlapStart	0	CEBPB
chr20	49548094	49548111	18	*	X5558	23394	49506883	49547527	40645	-	566	upstream	566	ADNP
chr20	56101686	56101887	202	*	X5614	140690	56063879	56100708	36830	-	977	upstream	977	CTCFL
chr20	57224942	57225046	105	*	X5638	8675	57226309	57254582	28274	+	1262	upstream	1262	STX16
chr20	60962218	60962367	150	*	X5690	6227	60962121	60963576	1456	+	0	inside	96	RPS21
chr20	61299842	61299844	3	*	X5700	100127888	61294379	61297973	3595	-	1868	upstream	1868	SLCO4A1-AS1
chr20	61638446	61638550	105	*	X5702	128408	61637331	61638387	1057	-	58	upstream	58	BHLHE23
chr20	61640440	61640530	91	*	X5703	63930	61640735	61716423	75689	+	204	upstream	204	LINC01749
chr20	62152418	62152503	86	*	X5709	79144	62152133	62153524	1392	+	0	inside	284	PPDPF
chr20	62180026	62180040	15	*	X5710	6725	62172163	62178857	6695	-	1168	upstream	1168	SRMS
chr20	62612134	62612261	128	*	X5718	140700	62605466	62611362	5897	-	771	upstream	771	SAMD10
chr20	62612134	62612261	128	*	X5718	24148	62612431	62664453	52023	+	169	upstream	169	PRPF6
chr20	62716558	62716677	120	*	X5723	198437	62714733	62715712	980	-	845	upstream	845	LKAAEAR1
chr21	19273087	19273125	39	*	X5730	140578	19273580	19639687	366108	+	454	upstream	454	CHODL
chr21	26934413	26934448	36	*	X5731	114614	26934457	26947480	13024	+	8	upstream	8	MIR155HG
chr21	35445658	35445664	7	*	X5746	64968	35445823	35515334	69512	+	158	upstream	158	MRPS6
chr21	35445658	35445664	7	*	X5746	6526	35445823	35478561	32739	+	158	upstream	158	SLC5A3
chr21	42539002	42539065	64	*	X5765	100423023	42539484	42539556	73	+	418	upstream	418	MIR3197
chr21	42539002	42539065	64	*	X5765	25825	42539728	42648524	108797	+	662	upstream	662	BACE2
chr21	42539191	42539316	126	*	X5766	100423023	42539484	42539556	73	+	167	upstream	167	MIR3197
chr21	42539191	42539316	126	*	X5766	25825	42539728	42648524	108797	+	411	upstream	411	BACE2
chr21	42539362	42539481	120	*	X5767	100423023	42539484	42539556	73	+	2	upstream	2	MIR3197
chr21	42539362	42539481	120	*	X5767	25825	42539728	42648524	108797	+	246	upstream	246	BACE2
chr21	43374627	43374746	120	*	X5773	25966	43305219	43373999	68781	-	627	upstream	627	C2CD2
chr21	43430684	43430786	103	*	X5775	49854	43406940	43430496	23557	-	187	upstream	187	ZBTB21
chr21	44073412	44073604	193	*	X5780	5152	44073862	44195618	121757	+	257	upstream	257	PDE9A
chr21	46132226	46132233	8	*	X5791	54084	45917775	46131495	213721	-	730	upstream	730	TSPEAR
chr21	47649053	47649064	12	*	X5800	114044	47649158	47671743	22586	+	93	upstream	93	MCM3AP-AS1
chr21	47649053	47649064	12	*	X5800	4047	47608360	47648738	40379	-	314	upstream	314	LSS
chr21	47649295	47649320	26	*	X5801	114044	47649158	47671743	22586	+	0	inside	136	MCM3AP-AS1
chr21	47649295	47649320	26	*	X5801	4047	47608360	47648738	40379	-	556	upstream	556	LSS
chr21	47744580	47744606	27	*	X5803	54058	47720344	47743785	23442	-	794	upstream	794	C21orf58
chr21	47744667	47744786	120	*	X5804	54058	47720344	47743785	23442	-	881	upstream	881	C21orf58
chr21	47745283	47745401	119	*	X5805	54058	47720344	47743785	23442	-	1497	upstream	1497	C21orf58
chr21	48054985	48055053	69	*	X5806	3275	48055507	48085155	29649	+	453	upstream	453	PRMT2
chr22	17602231	17602244	14	*	X5808	27439	17597189	17602257	5069	-	0	inside	12	TMEM121B
chr22	17602381	17602545	165	*	X5809	27439	17597189	17602257	5069	-	123	upstream	123	TMEM121B
chr22	18593412	18593546	135	*	X5811	51807	18593453	18614498	21046	+	0	overlapStart	0	TUBA8
chr22	20194365	20194386	22	*	X5818	284865	20186253	20192441	6189	-	1923	upstream	1923	LINC02891
chr22	20255621	20255643	23	*	X5821	65078	20228938	20255816	26879	-	0	inside	172	RTN4R
chr22	20255861	20255932	72	*	X5822	65078	20228938	20255816	26879	-	44	upstream	44	RTN4R
chr22	21318566	21318655	90	*	X5829	150209	21319418	21335649	16232	+	762	upstream	762	AIFM3
chr22	23522547	23522636	90	*	X5844	613	23522552	23660224	137673	+	0	overlapStart	0	BCR
chr22	23744940	23745011	72	*	X5846	150244	23732792	23744799	12008	-	140	upstream	140	ZDHHC8P1
chr22	24666737	24666864	128	*	X5859	23384	24666790	24838325	171536	+	0	overlapStart	0	SPECC1L
chr22	25960212	25960316	105	*	X5868	157	25960861	26125258	164398	+	544	upstream	544	GRK3
chr22	25960497	25960676	180	*	X5869	157	25960861	26125258	164398	+	184	upstream	184	GRK3
chr22	27053350	27053454	105	*	X5876	440823	27053446	27072440	18995	+	0	overlapStart	0	MIAT
chr22	29702769	29702948	180	*	X5895	10634	29702997	29708774	5778	+	48	upstream	48	GAS2L1
chr22	30663795	30663871	77	*	X5900	5008	30658819	30662829	4011	-	965	upstream	965	OSM
chr22	31365642	31365875	234	*	X5904	22880	31322600	31364187	41588	-	1454	upstream	1454	MORC2
chr22	31365642	31365875	234	*	X5904	55000	31365634	31375380	9747	+	0	inside	7	TUG1
chr22	31608174	31608236	63	*	X5906	3985	31608250	31676066	67817	+	13	upstream	13	LIMK2
chr22	32554885	32555004	120	*	X5913	150297	32545519	32555243	9725	-	0	inside	238	C22orf42
chr22	35935868	35935904	37	*	X5919	23551	35937352	35950045	12694	+	1447	upstream	1447	RASD2
chr22	35936715	35936804	90	*	X5920	23551	35937352	35950045	12694	+	547	upstream	547	RASD2
chr22	36424982	36425161	180	*	X5924	23543	36134783	36424585	289803	-	396	upstream	396	RBFOX2
chr22	36425192	36425223	32	*	X5925	23543	36134783	36424585	289803	-	606	upstream	606	RBFOX2
chr22	36425331	36425356	26	*	X5926	23543	36134783	36424585	289803	-	745	upstream	745	RBFOX2
chr22	37415987	37416240	254	*	X5943	7263	37406900	37416224	9325	-	0	overlapStart	0	TST
chr22	38202409	38202420	12	*	X5951	23464	38203912	38213183	9272	+	1491	upstream	1491	GCAT
chr22	38302118	38302197	80	*	X5952	85377	38302155	38338465	36311	+	0	overlapStart	0	MICALL1
chr22	38349899	38349928	30	*	X5953	5435	38349674	38384223	34550	+	0	inside	224	POLR2F
chr22	38349899	38349928	30	*	X5953	84645	38339057	38349676	10620	-	222	upstream	222	C22orf23
chr22	39052741	39052832	92	*	X5959	25776	39052658	39069855	17198	+	0	inside	82	CBY1
chr22	39052741	39052832	92	*	X5959	646851	38974125	39052634	78510	-	106	upstream	106	FAM227A
chr22	39240562	39240681	120	*	X5961	23467	39214456	39240017	25562	-	544	upstream	544	NPTXR
chr22	39268944	39269048	105	*	X5963	23466	39260248	39268258	8011	-	685	upstream	685	CBX6
chr22	39409952	39410034	83	*	X5965	27350	39410265	39414825	4561	+	230	upstream	230	APOBEC3C
chr22	39436601	39436675	75	*	X5966	200316	39436673	39451975	15303	+	0	overlapStart	0	APOBEC3F
chr22	39436601	39436675	75	*	X5966	60489	39436673	39483748	47076	+	0	overlapStart	0	APOBEC3G
chr22	39641129	39641256	128	*	X5973	5155	39619685	39640957	21273	-	171	upstream	171	PDGFB
chr22	41488476	41488580	105	*	X5983	100302237	41488517	41488570	54	+	0	includeFeature	0	MIR1281
chr22	41488476	41488580	105	*	X5983	2033	41488614	41576081	87468	+	33	upstream	33	EP300
chr22	42229103	42229270	168	*	X5988	6721	42229106	42302375	73270	+	0	overlapStart	0	SREBF2
chr22	42229346	42229418	73	*	X5989	6721	42229106	42302375	73270	+	0	inside	239	SREBF2
chr22	42372968	42373017	50	*	X5992	55964	42372931	42394225	21295	+	0	inside	36	SEPTIN3
chr22	43506664	43506783	120	*	X5999	638	43506754	43525718	18965	+	0	overlapStart	0	BIK
chr22	43547445	43547909	465	*	X6001	706	43547520	43559248	11729	+	0	overlapStart	0	TSPO
chr22	45097716	45097850	135	*	X6007	553158	45098078	45258664	160587	+	227	upstream	227	PRR5-ARHGAP8
chr22	46373381	46373509	129	*	X6022	7477	46316248	46373008	56761	-	372	upstream	372	WNT7B
chr22	46545664	46545753	90	*	X6023	5465	46546499	46639653	93155	+	745	upstream	745	PPARA
chr22	50710230	50710409	180	*	X6036	5600	50702142	50709340	7199	-	889	upstream	889	MAPK11
chr22	50710425	50710477	53	*	X6037	5600	50702142	50709340	7199	-	1084	upstream	1084	MAPK11
chr22	50710529	50710559	31	*	X6038	5600	50702142	50709340	7199	-	1188	upstream	1188	MAPK11
chr22	51001177	51001201	25	*	X6042	644186	50989541	51001328	11788	-	0	inside	126	SYCE3
chr22	51001217	51001321	105	*	X6043	644186	50989541	51001328	11788	-	0	inside	6	SYCE3
chr22	51111277	51111396	120	*	X6047	85358	51113070	51171640	58571	+	1673	upstream	1673	SHANK3
chr22	51111412	51111696	285	*	X6048	85358	51113070	51171640	58571	+	1373	upstream	1373	SHANK3
chr22	51111705	51111974	270	*	X6049	85358	51113070	51171640	58571	+	1095	upstream	1095	SHANK3
chr22	51176545	51176664	120	*	X6051	49	51176652	51183727	7076	+	0	overlapStart	0	ACR
chr2	47795	47914	120	*	X6052	642273	38814	46588	7775	-	1206	upstream	1206	FAM110C
chr2	10091442	10091456	15	*	X6078	29841	10091792	10142412	50621	+	335	upstream	335	GRHL1
chr2	10442597	10442700	104	*	X6083	3241	10443030	10567743	124714	+	329	upstream	329	HPCAL1
chr2	11295527	11295612	86	*	X6094	130814	11295540	11318998	23459	+	0	overlapStart	0	SLC66A3
chr2	12856121	12856238	118	*	X6097	28951	12856998	12882858	25861	+	759	upstream	759	TRIB2
chr2	16083637	16083753	117	*	X6098	10408	16080020	16081845	1826	-	1791	upstream	1791	MYCNOS
chr2	16846587	16846841	255	*	X6099	81553	16730730	16847134	116405	-	0	inside	292	CYRIA
chr2	17981146	17981195	50	*	X6100	79677	17845079	17981462	136384	-	0	inside	266	SMC6
chr2	26784603	26784707	105	*	X6120	339778	26785481	26802397	16917	+	773	upstream	773	FAM166C
chr2	27309561	27309611	51	*	X6129	3795	27309611	27323619	14009	+	0	overlapStart	0	KHK
chr2	37571334	37571423	90	*	X6164	25797	37571753	37600465	28713	+	329	upstream	329	QPCT
chr2	38152396	38152452	57	*	X6173	151393	38152462	38294285	141824	+	9	upstream	9	RMDN2
chr2	39351621	39351725	105	*	X6179	6654	39208690	39351486	142797	-	134	upstream	134	SOS1
chr2	42273245	42273304	60	*	X6182	91461	42275161	42285668	10508	+	1856	upstream	1856	PKDCC
chr2	42722187	42722306	120	*	X6188	170850	42669157	42721237	52081	-	949	upstream	949	KCNG3
chr2	46844239	46844327	89	*	X6207	5281	46808413	46844251	35839	-	0	overlapStart	0	PIGF
chr2	46844239	46844327	89	*	X6207	9419	46844325	46852881	8557	+	0	overlapStart	0	CRIPT
chr2	48134008	48134087	80	*	X6214	80204	48034059	48132932	98874	-	1075	upstream	1075	FBXO11
